date,mode_line,ridership,mode,DayOfWeek,TypeOfDay
2023-05-27,lrt kajang,148598,LRT,Saturday,Weekend
2023-05-28,lrt kajang,130072,LRT,Sunday,Weekend
2023-05-29,lrt kajang,226965,LRT,Monday,Weekday
2023-05-30,lrt kajang,242751,LRT,Tuesday,Weekday
2023-05-31,lrt kajang,250260,LRT,Wednesday,Weekday
2023-06-01,lrt kajang,249299,LRT,Thursday,Weekday
2023-06-02,lrt kajang,232407,LRT,Friday,Weekday
2023-06-03,lrt kajang,157850,LRT,Saturday,Weekend
2023-06-04,lrt kajang,148583,LRT,Sunday,Weekend
2023-06-05,lrt kajang,115493,LRT,Monday,Weekday
2023-06-06,lrt kajang,234435,LRT,Tuesday,Weekday
2023-06-07,lrt kajang,241051,LRT,Wednesday,Weekday
2023-06-08,lrt kajang,242224,LRT,Thursday,Weekday
2023-06-09,lrt kajang,231582,LRT,Friday,Weekday
2023-06-10,lrt kajang,146083,LRT,Saturday,Weekend
2023-06-11,lrt kajang,124821,LRT,Sunday,Weekend
2023-06-12,lrt kajang,219201,LRT,Monday,Weekday
2023-06-13,lrt kajang,237871,LRT,Tuesday,Weekday
2023-06-14,lrt kajang,240286,LRT,Wednesday,Weekday
2023-06-15,lrt kajang,235490,LRT,Thursday,Weekday
2023-06-16,lrt kajang,225714,LRT,Friday,Weekday
2023-06-17,lrt kajang,135582,LRT,Saturday,Weekend
2023-06-18,lrt kajang,114613,LRT,Sunday,Weekend
2023-06-19,lrt kajang,220256,LRT,Monday,Weekday
2023-06-20,lrt kajang,236741,LRT,Tuesday,Weekday
2023-06-21,lrt kajang,238545,LRT,Wednesday,Weekday
2023-06-22,lrt kajang,234815,LRT,Thursday,Weekday
2023-06-23,lrt kajang,225022,LRT,Friday,Weekday
2023-06-24,lrt kajang,133626,LRT,Saturday,Weekend
2023-06-25,lrt kajang,114546,LRT,Sunday,Weekend
2023-06-26,lrt kajang,223349,LRT,Monday,Weekday
2023-06-27,lrt kajang,243056,LRT,Tuesday,Weekday
2023-06-28,lrt kajang,223054,LRT,Wednesday,Weekday
2023-06-29,lrt kajang,134229,LRT,Thursday,Weekday
2023-06-30,lrt kajang,180964,LRT,Friday,Weekday
2023-07-01,lrt kajang,122778,LRT,Saturday,Weekend
2023-07-02,lrt kajang,107603,LRT,Sunday,Weekend
2023-07-03,lrt kajang,220856,LRT,Monday,Weekday
2023-07-04,lrt kajang,243157,LRT,Tuesday,Weekday
2023-07-05,lrt kajang,249099,LRT,Wednesday,Weekday
2023-07-06,lrt kajang,246739,LRT,Thursday,Weekday
2023-07-07,lrt kajang,239307,LRT,Friday,Weekday
2023-07-08,lrt kajang,145983,LRT,Saturday,Weekend
2023-07-09,lrt kajang,125290,LRT,Sunday,Weekend
2023-07-10,lrt kajang,233699,LRT,Monday,Weekday
2023-07-11,lrt kajang,252151,LRT,Tuesday,Weekday
2023-07-12,lrt kajang,254575,LRT,Wednesday,Weekday
2023-07-13,lrt kajang,250390,LRT,Thursday,Weekday
2023-07-14,lrt kajang,238584,LRT,Friday,Weekday
2023-07-15,lrt kajang,152884,LRT,Saturday,Weekend
2023-07-16,lrt kajang,121497,LRT,Sunday,Weekend
2023-07-17,lrt kajang,231488,LRT,Monday,Weekday
2023-07-18,lrt kajang,250644,LRT,Tuesday,Weekday
2023-07-19,lrt kajang,121792,LRT,Wednesday,Weekday
2023-07-20,lrt kajang,240312,LRT,Thursday,Weekday
2023-07-21,lrt kajang,229539,LRT,Friday,Weekday
2023-07-22,lrt kajang,129784,LRT,Saturday,Weekend
2023-07-23,lrt kajang,108945,LRT,Sunday,Weekend
2023-07-24,lrt kajang,227971,LRT,Monday,Weekday
2023-07-25,lrt kajang,245899,LRT,Tuesday,Weekday
2023-07-26,lrt kajang,250042,LRT,Wednesday,Weekday
2023-07-27,lrt kajang,246229,LRT,Thursday,Weekday
2023-07-28,lrt kajang,242525,LRT,Friday,Weekday
2023-07-29,lrt kajang,149707,LRT,Saturday,Weekend
2023-07-30,lrt kajang,121221,LRT,Sunday,Weekend
2023-07-31,lrt kajang,229047,LRT,Monday,Weekday
2023-08-01,lrt kajang,246663,LRT,Tuesday,Weekday
2023-08-02,lrt kajang,249761,LRT,Wednesday,Weekday
2023-08-03,lrt kajang,242369,LRT,Thursday,Weekday
2023-08-04,lrt kajang,236546,LRT,Friday,Weekday
2023-08-05,lrt kajang,145065,LRT,Saturday,Weekend
2023-08-06,lrt kajang,125688,LRT,Sunday,Weekend
2023-08-07,lrt kajang,230452,LRT,Monday,Weekday
2023-08-08,lrt kajang,248630,LRT,Tuesday,Weekday
2023-08-09,lrt kajang,253454,LRT,Wednesday,Weekday
2023-08-10,lrt kajang,248750,LRT,Thursday,Weekday
2023-08-11,lrt kajang,228997,LRT,Friday,Weekday
2023-08-12,lrt kajang,122176,LRT,Saturday,Weekend
2023-08-13,lrt kajang,118576,LRT,Sunday,Weekend
2023-08-14,lrt kajang,202927,LRT,Monday,Weekday
2023-08-15,lrt kajang,252887,LRT,Tuesday,Weekday
2023-08-16,lrt kajang,254367,LRT,Wednesday,Weekday
2023-08-17,lrt kajang,249124,LRT,Thursday,Weekday
2023-08-18,lrt kajang,237307,LRT,Friday,Weekday
2023-08-19,lrt kajang,143345,LRT,Saturday,Weekend
2023-08-20,lrt kajang,120247,LRT,Sunday,Weekend
2023-08-21,lrt kajang,229676,LRT,Monday,Weekday
2023-08-22,lrt kajang,246448,LRT,Tuesday,Weekday
2023-08-23,lrt kajang,252884,LRT,Wednesday,Weekday
2023-08-24,lrt kajang,246224,LRT,Thursday,Weekday
2023-08-25,lrt kajang,242579,LRT,Friday,Weekday
2023-08-26,lrt kajang,146511,LRT,Saturday,Weekend
2023-08-27,lrt kajang,127873,LRT,Sunday,Weekend
2023-08-28,lrt kajang,231908,LRT,Monday,Weekday
2023-08-29,lrt kajang,256027,LRT,Tuesday,Weekday
2023-08-30,lrt kajang,280470,LRT,Wednesday,Weekday
2023-08-31,lrt kajang,165805,LRT,Thursday,Weekday
2023-09-01,lrt kajang,210958,LRT,Friday,Weekday
2023-09-02,lrt kajang,135639,LRT,Saturday,Weekend
2023-09-03,lrt kajang,115149,LRT,Sunday,Weekend
2023-09-04,lrt kajang,228323,LRT,Monday,Weekday
2023-09-05,lrt kajang,250816,LRT,Tuesday,Weekday
2023-09-06,lrt kajang,256737,LRT,Wednesday,Weekday
2023-09-07,lrt kajang,251881,LRT,Thursday,Weekday
2023-09-08,lrt kajang,242112,LRT,Friday,Weekday
2023-09-09,lrt kajang,149557,LRT,Saturday,Weekend
2023-09-10,lrt kajang,130885,LRT,Sunday,Weekend
2023-09-11,lrt kajang,237034,LRT,Monday,Weekday
2023-09-12,lrt kajang,253835,LRT,Tuesday,Weekday
2023-09-13,lrt kajang,259750,LRT,Wednesday,Weekday
2023-09-14,lrt kajang,255083,LRT,Thursday,Weekday
2023-09-15,lrt kajang,241988,LRT,Friday,Weekday
2023-09-16,lrt kajang,171404,LRT,Saturday,Weekend
2023-09-17,lrt kajang,120994,LRT,Sunday,Weekend
2023-09-18,lrt kajang,235237,LRT,Monday,Weekday
2023-09-19,lrt kajang,257218,LRT,Tuesday,Weekday
2023-09-20,lrt kajang,260235,LRT,Wednesday,Weekday
2023-09-21,lrt kajang,254011,LRT,Thursday,Weekday
2023-09-22,lrt kajang,243528,LRT,Friday,Weekday
2023-09-23,lrt kajang,138337,LRT,Saturday,Weekend
2023-09-24,lrt kajang,117086,LRT,Sunday,Weekend
2023-09-25,lrt kajang,238390,LRT,Monday,Weekday
2023-09-26,lrt kajang,255331,LRT,Tuesday,Weekday
2023-09-27,lrt kajang,262935,LRT,Wednesday,Weekday
2023-09-28,lrt kajang,135230,LRT,Thursday,Weekday
2023-09-29,lrt kajang,229233,LRT,Friday,Weekday
2023-09-30,lrt kajang,163281,LRT,Saturday,Weekend
2023-10-01,lrt kajang,130356,LRT,Sunday,Weekend
2023-10-02,lrt kajang,236388,LRT,Monday,Weekday
2023-10-03,lrt kajang,256508,LRT,Tuesday,Weekday
2023-10-04,lrt kajang,260010,LRT,Wednesday,Weekday
2023-10-05,lrt kajang,256480,LRT,Thursday,Weekday
2023-10-06,lrt kajang,249901,LRT,Friday,Weekday
2023-10-07,lrt kajang,149888,LRT,Saturday,Weekend
2023-10-08,lrt kajang,131443,LRT,Sunday,Weekend
2023-10-09,lrt kajang,238280,LRT,Monday,Weekday
2023-10-10,lrt kajang,257111,LRT,Tuesday,Weekday
2023-10-11,lrt kajang,259229,LRT,Wednesday,Weekday
2023-10-12,lrt kajang,255148,LRT,Thursday,Weekday
2023-10-13,lrt kajang,254238,LRT,Friday,Weekday
2023-10-14,lrt kajang,147492,LRT,Saturday,Weekend
2023-10-15,lrt kajang,125136,LRT,Sunday,Weekend
2023-10-16,lrt kajang,242090,LRT,Monday,Weekday
2023-10-17,lrt kajang,257936,LRT,Tuesday,Weekday
2023-10-18,lrt kajang,263026,LRT,Wednesday,Weekday
2023-10-19,lrt kajang,260680,LRT,Thursday,Weekday
2023-10-20,lrt kajang,254227,LRT,Friday,Weekday
2023-10-21,lrt kajang,146632,LRT,Saturday,Weekend
2023-10-22,lrt kajang,133302,LRT,Sunday,Weekend
2023-10-23,lrt kajang,241915,LRT,Monday,Weekday
2023-10-24,lrt kajang,259416,LRT,Tuesday,Weekday
2023-10-25,lrt kajang,262082,LRT,Wednesday,Weekday
2023-10-26,lrt kajang,257185,LRT,Thursday,Weekday
2023-10-27,lrt kajang,250659,LRT,Friday,Weekday
2023-10-28,lrt kajang,168030,LRT,Saturday,Weekend
2023-10-29,lrt kajang,129694,LRT,Sunday,Weekend
2023-10-30,lrt kajang,236468,LRT,Monday,Weekday
2023-10-31,lrt kajang,253988,LRT,Tuesday,Weekday
2023-11-01,lrt kajang,260585,LRT,Wednesday,Weekday
2023-11-02,lrt kajang,254647,LRT,Thursday,Weekday
2023-11-03,lrt kajang,248645,LRT,Friday,Weekday
2023-11-04,lrt kajang,150292,LRT,Saturday,Weekend
2023-11-05,lrt kajang,129068,LRT,Sunday,Weekend
2023-11-06,lrt kajang,241351,LRT,Monday,Weekday
2023-11-07,lrt kajang,261146,LRT,Tuesday,Weekday
2023-11-08,lrt kajang,265948,LRT,Wednesday,Weekday
2023-11-09,lrt kajang,260325,LRT,Thursday,Weekday
2023-11-10,lrt kajang,250724,LRT,Friday,Weekday
2023-11-11,lrt kajang,162248,LRT,Saturday,Weekend
2023-11-12,lrt kajang,165194,LRT,Sunday,Weekend
2023-11-13,lrt kajang,134013,LRT,Monday,Weekday
2023-11-14,lrt kajang,232587,LRT,Tuesday,Weekday
2023-11-15,lrt kajang,249036,LRT,Wednesday,Weekday
2023-11-16,lrt kajang,247627,LRT,Thursday,Weekday
2023-11-17,lrt kajang,238037,LRT,Friday,Weekday
2023-11-18,lrt kajang,145501,LRT,Saturday,Weekend
2023-11-19,lrt kajang,123975,LRT,Sunday,Weekend
2023-11-20,lrt kajang,241405,LRT,Monday,Weekday
2023-11-21,lrt kajang,260150,LRT,Tuesday,Weekday
2023-11-22,lrt kajang,272525,LRT,Wednesday,Weekday
2023-11-23,lrt kajang,263220,LRT,Thursday,Weekday
2023-11-24,lrt kajang,260425,LRT,Friday,Weekday
2023-11-25,lrt kajang,156854,LRT,Saturday,Weekend
2023-11-26,lrt kajang,133373,LRT,Sunday,Weekend
2023-11-27,lrt kajang,244234,LRT,Monday,Weekday
2023-11-28,lrt kajang,259900,LRT,Tuesday,Weekday
2023-11-29,lrt kajang,263619,LRT,Wednesday,Weekday
2023-11-30,lrt kajang,253598,LRT,Thursday,Weekday
2023-12-01,lrt kajang,248375,LRT,Friday,Weekday
2023-12-02,lrt kajang,156112,LRT,Saturday,Weekend
2023-12-03,lrt kajang,134888,LRT,Sunday,Weekend
2023-12-04,lrt kajang,240874,LRT,Monday,Weekday
2023-12-05,lrt kajang,251648,LRT,Tuesday,Weekday
2023-12-06,lrt kajang,260962,LRT,Wednesday,Weekday
2023-12-07,lrt kajang,257507,LRT,Thursday,Weekday
2023-12-08,lrt kajang,263425,LRT,Friday,Weekday
2023-12-09,lrt kajang,160538,LRT,Saturday,Weekend
2023-12-10,lrt kajang,146307,LRT,Sunday,Weekend
2023-12-11,lrt kajang,215770,LRT,Monday,Weekday
2023-12-12,lrt kajang,250993,LRT,Tuesday,Weekday
2023-12-13,lrt kajang,252973,LRT,Wednesday,Weekday
2023-12-14,lrt kajang,243813,LRT,Thursday,Weekday
2023-12-15,lrt kajang,238620,LRT,Friday,Weekday
2023-12-16,lrt kajang,149150,LRT,Saturday,Weekend
2023-12-17,lrt kajang,136255,LRT,Sunday,Weekend
2023-12-18,lrt kajang,231376,LRT,Monday,Weekday
2023-12-19,lrt kajang,243310,LRT,Tuesday,Weekday
2023-12-20,lrt kajang,243860,LRT,Wednesday,Weekday
2023-12-21,lrt kajang,235833,LRT,Thursday,Weekday
2023-12-22,lrt kajang,224242,LRT,Friday,Weekday
2023-12-23,lrt kajang,179219,LRT,Saturday,Weekend
2023-12-24,lrt kajang,184568,LRT,Sunday,Weekend
2023-12-25,lrt kajang,144255,LRT,Monday,Weekday
2023-12-26,lrt kajang,203335,LRT,Tuesday,Weekday
2023-12-27,lrt kajang,215793,LRT,Wednesday,Weekday
2023-12-28,lrt kajang,211994,LRT,Thursday,Weekday
2023-12-29,lrt kajang,207230,LRT,Friday,Weekday
2023-12-30,lrt kajang,145818,LRT,Saturday,Weekend
2023-12-31,lrt kajang,200627,LRT,Sunday,Weekend
2024-01-01,lrt kajang,130595,LRT,Monday,Weekday
2024-01-02,lrt kajang,237751,LRT,Tuesday,Weekday
2024-01-03,lrt kajang,246491,LRT,Wednesday,Weekday
2024-01-04,lrt kajang,243042,LRT,Thursday,Weekday
2024-01-05,lrt kajang,237731,LRT,Friday,Weekday
2024-01-06,lrt kajang,132972,LRT,Saturday,Weekend
2024-01-07,lrt kajang,110222,LRT,Sunday,Weekend
2024-01-08,lrt kajang,239274,LRT,Monday,Weekday
2024-01-09,lrt kajang,253414,LRT,Tuesday,Weekday
2024-01-10,lrt kajang,256824,LRT,Wednesday,Weekday
2024-01-11,lrt kajang,252494,LRT,Thursday,Weekday
2024-01-12,lrt kajang,250510,LRT,Friday,Weekday
2024-01-13,lrt kajang,145906,LRT,Saturday,Weekend
2024-01-14,lrt kajang,122902,LRT,Sunday,Weekend
2024-01-15,lrt kajang,241545,LRT,Monday,Weekday
2024-01-16,lrt kajang,258528,LRT,Tuesday,Weekday
2024-01-17,lrt kajang,261518,LRT,Wednesday,Weekday
2024-01-18,lrt kajang,256519,LRT,Thursday,Weekday
2024-01-19,lrt kajang,250623,LRT,Friday,Weekday
2024-01-20,lrt kajang,143735,LRT,Saturday,Weekend
2024-01-21,lrt kajang,122746,LRT,Sunday,Weekend
2024-01-22,lrt kajang,249564,LRT,Monday,Weekday
2024-01-23,lrt kajang,271194,LRT,Tuesday,Weekday
2024-01-24,lrt kajang,274327,LRT,Wednesday,Weekday
2024-01-25,lrt kajang,131578,LRT,Thursday,Weekday
2024-01-26,lrt kajang,231260,LRT,Friday,Weekday
2024-01-27,lrt kajang,138859,LRT,Saturday,Weekend
2024-01-28,lrt kajang,119092,LRT,Sunday,Weekend
2024-01-29,lrt kajang,248727,LRT,Monday,Weekday
2024-01-30,lrt kajang,263233,LRT,Tuesday,Weekday
2024-01-31,lrt kajang,268155,LRT,Wednesday,Weekday
2024-02-01,lrt kajang,155342,LRT,Thursday,Weekday
2024-02-02,lrt kajang,243097,LRT,Friday,Weekday
2024-02-03,lrt kajang,156792,LRT,Saturday,Weekend
2024-02-04,lrt kajang,130682,LRT,Sunday,Weekend
2024-02-05,lrt kajang,254947,LRT,Monday,Weekday
2024-02-06,lrt kajang,269133,LRT,Tuesday,Weekday
2024-02-07,lrt kajang,270568,LRT,Wednesday,Weekday
2024-02-08,lrt kajang,242448,LRT,Thursday,Weekday
2024-02-09,lrt kajang,196128,LRT,Friday,Weekday
2024-02-10,lrt kajang,169787,LRT,Saturday,Weekend
2024-02-11,lrt kajang,165241,LRT,Sunday,Weekend
2024-02-12,lrt kajang,130448,LRT,Monday,Weekday
2024-02-13,lrt kajang,207234,LRT,Tuesday,Weekday
2024-02-14,lrt kajang,228180,LRT,Wednesday,Weekday
2024-02-15,lrt kajang,230530,LRT,Thursday,Weekday
2024-02-16,lrt kajang,221662,LRT,Friday,Weekday
2024-02-17,lrt kajang,132749,LRT,Saturday,Weekend
2024-02-18,lrt kajang,119540,LRT,Sunday,Weekend
2024-02-19,lrt kajang,253215,LRT,Monday,Weekday
2024-02-20,lrt kajang,269049,LRT,Tuesday,Weekday
2024-02-21,lrt kajang,275475,LRT,Wednesday,Weekday
2024-02-22,lrt kajang,269488,LRT,Thursday,Weekday
2024-02-23,lrt kajang,256988,LRT,Friday,Weekday
2024-02-24,lrt kajang,159240,LRT,Saturday,Weekend
2024-02-25,lrt kajang,140301,LRT,Sunday,Weekend
2024-02-26,lrt kajang,258185,LRT,Monday,Weekday
2024-02-27,lrt kajang,274435,LRT,Tuesday,Weekday
2024-02-28,lrt kajang,279314,LRT,Wednesday,Weekday
2024-02-29,lrt kajang,276409,LRT,Thursday,Weekday
2024-03-01,lrt kajang,268053,LRT,Friday,Weekday
2024-03-02,lrt kajang,171995,LRT,Saturday,Weekend
2024-03-03,lrt kajang,152048,LRT,Sunday,Weekend
2024-03-04,lrt kajang,265134,LRT,Monday,Weekday
2024-03-05,lrt kajang,282178,LRT,Tuesday,Weekday
2024-03-06,lrt kajang,289291,LRT,Wednesday,Weekday
2024-03-07,lrt kajang,285010,LRT,Thursday,Weekday
2024-03-08,lrt kajang,276187,LRT,Friday,Weekday
2024-03-09,lrt kajang,171162,LRT,Saturday,Weekend
2024-03-10,lrt kajang,151129,LRT,Sunday,Weekend
2024-03-11,lrt kajang,269096,LRT,Monday,Weekday
2024-03-12,lrt kajang,262745,LRT,Tuesday,Weekday
2024-03-13,lrt kajang,270672,LRT,Wednesday,Weekday
2024-03-14,lrt kajang,269152,LRT,Thursday,Weekday
2024-03-15,lrt kajang,254316,LRT,Friday,Weekday
2024-03-16,lrt kajang,132485,LRT,Saturday,Weekend
2024-03-17,lrt kajang,114307,LRT,Sunday,Weekend
2024-03-18,lrt kajang,257175,LRT,Monday,Weekday
2024-03-19,lrt kajang,270490,LRT,Tuesday,Weekday
2024-03-20,lrt kajang,270583,LRT,Wednesday,Weekday
2024-03-21,lrt kajang,268426,LRT,Thursday,Weekday
2024-03-22,lrt kajang,260941,LRT,Friday,Weekday
2024-03-23,lrt kajang,144677,LRT,Saturday,Weekend
2024-03-24,lrt kajang,122018,LRT,Sunday,Weekend
2024-03-25,lrt kajang,258471,LRT,Monday,Weekday
2024-03-26,lrt kajang,272008,LRT,Tuesday,Weekday
2024-03-27,lrt kajang,278863,LRT,Wednesday,Weekday
2024-03-28,lrt kajang,138478,LRT,Thursday,Weekday
2024-03-29,lrt kajang,241375,LRT,Friday,Weekday
2024-03-30,lrt kajang,145586,LRT,Saturday,Weekend
2024-03-31,lrt kajang,123186,LRT,Sunday,Weekend
2024-04-01,lrt kajang,258673,LRT,Monday,Weekday
2024-04-02,lrt kajang,272919,LRT,Tuesday,Weekday
2024-04-03,lrt kajang,277684,LRT,Wednesday,Weekday
2024-04-04,lrt kajang,270034,LRT,Thursday,Weekday
2024-04-05,lrt kajang,263195,LRT,Friday,Weekday
2024-04-06,lrt kajang,142798,LRT,Saturday,Weekend
2024-04-07,lrt kajang,127142,LRT,Sunday,Weekend
2024-04-08,lrt kajang,203412,LRT,Monday,Weekday
2024-04-09,lrt kajang,188202,LRT,Tuesday,Weekday
2024-04-10,lrt kajang,180266,LRT,Wednesday,Weekday
2024-04-11,lrt kajang,165380,LRT,Thursday,Weekday
2024-04-12,lrt kajang,170704,LRT,Friday,Weekday
2024-04-13,lrt kajang,122924,LRT,Saturday,Weekend
2024-04-14,lrt kajang,116722,LRT,Sunday,Weekend
2024-04-15,lrt kajang,227652,LRT,Monday,Weekday
2024-04-16,lrt kajang,248474,LRT,Tuesday,Weekday
2024-04-17,lrt kajang,260804,LRT,Wednesday,Weekday
2024-04-18,lrt kajang,260304,LRT,Thursday,Weekday
2024-04-19,lrt kajang,254263,LRT,Friday,Weekday
2024-04-20,lrt kajang,145335,LRT,Saturday,Weekend
2024-04-21,lrt kajang,124892,LRT,Sunday,Weekend
2024-04-22,lrt kajang,256725,LRT,Monday,Weekday
2024-04-23,lrt kajang,272842,LRT,Tuesday,Weekday
2024-04-24,lrt kajang,274518,LRT,Wednesday,Weekday
2024-04-25,lrt kajang,270387,LRT,Thursday,Weekday
2024-04-26,lrt kajang,262936,LRT,Friday,Weekday
2024-04-27,lrt kajang,156561,LRT,Saturday,Weekend
2024-04-28,lrt kajang,133240,LRT,Sunday,Weekend
2024-04-29,lrt kajang,260006,LRT,Monday,Weekday
2024-04-30,lrt kajang,276262,LRT,Tuesday,Weekday
2024-05-01,lrt kajang,142909,LRT,Wednesday,Weekday
2024-05-02,lrt kajang,274442,LRT,Thursday,Weekday
2024-05-03,lrt kajang,266068,LRT,Friday,Weekday
2024-05-04,lrt kajang,162346,LRT,Saturday,Weekend
2024-05-05,lrt kajang,138060,LRT,Sunday,Weekend
2024-05-06,lrt kajang,262910,LRT,Monday,Weekday
2024-05-07,lrt kajang,283428,LRT,Tuesday,Weekday
2024-05-08,lrt kajang,288099,LRT,Wednesday,Weekday
2024-05-09,lrt kajang,277288,LRT,Thursday,Weekday
2024-05-10,lrt kajang,271257,LRT,Friday,Weekday
2024-05-11,lrt kajang,153531,LRT,Saturday,Weekend
2024-05-12,lrt kajang,139061,LRT,Sunday,Weekend
2024-05-13,lrt kajang,263810,LRT,Monday,Weekday
2024-05-14,lrt kajang,277017,LRT,Tuesday,Weekday
2024-05-15,lrt kajang,277887,LRT,Wednesday,Weekday
2024-05-16,lrt kajang,275188,LRT,Thursday,Weekday
2024-05-17,lrt kajang,267692,LRT,Friday,Weekday
2024-05-18,lrt kajang,153988,LRT,Saturday,Weekend
2024-05-19,lrt kajang,133420,LRT,Sunday,Weekend
2024-05-20,lrt kajang,258466,LRT,Monday,Weekday
2024-05-21,lrt kajang,276190,LRT,Tuesday,Weekday
2024-05-22,lrt kajang,137209,LRT,Wednesday,Weekday
2024-05-23,lrt kajang,259669,LRT,Thursday,Weekday
2024-05-24,lrt kajang,264581,LRT,Friday,Weekday
2024-05-25,lrt kajang,173761,LRT,Saturday,Weekend
2024-05-26,lrt kajang,150886,LRT,Sunday,Weekend
2024-05-27,lrt kajang,261486,LRT,Monday,Weekday
2024-05-28,lrt kajang,279863,LRT,Tuesday,Weekday
2024-05-29,lrt kajang,286982,LRT,Wednesday,Weekday
2024-05-30,lrt kajang,281624,LRT,Thursday,Weekday
2024-05-31,lrt kajang,267879,LRT,Friday,Weekday
2024-06-01,lrt kajang,175552,LRT,Saturday,Weekend
2024-06-02,lrt kajang,159489,LRT,Sunday,Weekend
2024-06-03,lrt kajang,127811,LRT,Monday,Weekday
2024-06-04,lrt kajang,269312,LRT,Tuesday,Weekday
2024-06-05,lrt kajang,271351,LRT,Wednesday,Weekday
2024-06-06,lrt kajang,265179,LRT,Thursday,Weekday
2024-06-07,lrt kajang,260313,LRT,Friday,Weekday
2024-06-08,lrt kajang,158833,LRT,Saturday,Weekend
2024-06-09,lrt kajang,144354,LRT,Sunday,Weekend
2024-06-10,lrt kajang,262844,LRT,Monday,Weekday
2024-06-11,lrt kajang,278563,LRT,Tuesday,Weekday
2024-06-12,lrt kajang,277640,LRT,Wednesday,Weekday
2024-06-13,lrt kajang,273266,LRT,Thursday,Weekday
2024-06-14,lrt kajang,256356,LRT,Friday,Weekday
2024-06-15,lrt kajang,144886,LRT,Saturday,Weekend
2024-06-16,lrt kajang,133785,LRT,Sunday,Weekend
2024-06-17,lrt kajang,138594,LRT,Monday,Weekday
2024-06-18,lrt kajang,244971,LRT,Tuesday,Weekday
2024-06-19,lrt kajang,264955,LRT,Wednesday,Weekday
2024-06-20,lrt kajang,265578,LRT,Thursday,Weekday
2024-06-21,lrt kajang,257011,LRT,Friday,Weekday
2024-06-22,lrt kajang,150885,LRT,Saturday,Weekend
2024-06-23,lrt kajang,130408,LRT,Sunday,Weekend
2024-06-24,lrt kajang,256702,LRT,Monday,Weekday
2024-06-25,lrt kajang,273199,LRT,Tuesday,Weekday
2024-06-26,lrt kajang,275959,LRT,Wednesday,Weekday
2024-06-27,lrt kajang,270789,LRT,Thursday,Weekday
2024-06-28,lrt kajang,265508,LRT,Friday,Weekday
2024-06-29,lrt kajang,164337,LRT,Saturday,Weekend
2024-06-30,lrt kajang,137399,LRT,Sunday,Weekend
2024-07-01,lrt kajang,268960,LRT,Monday,Weekday
2024-07-02,lrt kajang,282862,LRT,Tuesday,Weekday
2024-07-03,lrt kajang,289412,LRT,Wednesday,Weekday
2024-07-04,lrt kajang,286994,LRT,Thursday,Weekday
2024-07-05,lrt kajang,282608,LRT,Friday,Weekday
2024-07-06,lrt kajang,172441,LRT,Saturday,Weekend
2024-07-07,lrt kajang,157584,LRT,Sunday,Weekend
2024-07-08,lrt kajang,134575,LRT,Monday,Weekday
2024-07-09,lrt kajang,280219,LRT,Tuesday,Weekday
2024-07-10,lrt kajang,289561,LRT,Wednesday,Weekday
2024-07-11,lrt kajang,286550,LRT,Thursday,Weekday
2024-07-12,lrt kajang,272404,LRT,Friday,Weekday
2024-07-13,lrt kajang,168997,LRT,Saturday,Weekend
2024-07-14,lrt kajang,145532,LRT,Sunday,Weekend
2024-07-15,lrt kajang,267546,LRT,Monday,Weekday
2024-07-16,lrt kajang,284143,LRT,Tuesday,Weekday
2024-07-17,lrt kajang,287944,LRT,Wednesday,Weekday
2024-07-18,lrt kajang,280222,LRT,Thursday,Weekday
2024-07-19,lrt kajang,276902,LRT,Friday,Weekday
2024-07-20,lrt kajang,171208,LRT,Saturday,Weekend
2024-07-21,lrt kajang,136580,LRT,Sunday,Weekend
2024-07-22,lrt kajang,269822,LRT,Monday,Weekday
2024-07-23,lrt kajang,282154,LRT,Tuesday,Weekday
2024-07-24,lrt kajang,283903,LRT,Wednesday,Weekday
2024-07-25,lrt kajang,281000,LRT,Thursday,Weekday
2024-07-26,lrt kajang,275418,LRT,Friday,Weekday
2024-07-27,lrt kajang,165456,LRT,Saturday,Weekend
2024-07-28,lrt kajang,140308,LRT,Sunday,Weekend
2024-07-29,lrt kajang,267116,LRT,Monday,Weekday
2024-07-30,lrt kajang,283005,LRT,Tuesday,Weekday
2024-07-31,lrt kajang,288374,LRT,Wednesday,Weekday
2024-08-01,lrt kajang,283299,LRT,Thursday,Weekday
2024-08-02,lrt kajang,275437,LRT,Friday,Weekday
2024-08-03,lrt kajang,163524,LRT,Saturday,Weekend
2024-08-04,lrt kajang,139641,LRT,Sunday,Weekend
2024-08-05,lrt kajang,271244,LRT,Monday,Weekday
2024-08-06,lrt kajang,288986,LRT,Tuesday,Weekday
2024-08-07,lrt kajang,293819,LRT,Wednesday,Weekday
2024-08-08,lrt kajang,291644,LRT,Thursday,Weekday
2024-08-09,lrt kajang,280580,LRT,Friday,Weekday
2024-08-10,lrt kajang,172413,LRT,Saturday,Weekend
2024-08-11,lrt kajang,138005,LRT,Sunday,Weekend
2024-08-12,lrt kajang,278485,LRT,Monday,Weekday
2024-08-13,lrt kajang,288121,LRT,Tuesday,Weekday
2024-08-14,lrt kajang,289782,LRT,Wednesday,Weekday
2024-08-15,lrt kajang,284800,LRT,Thursday,Weekday
2024-08-16,lrt kajang,275293,LRT,Friday,Weekday
2024-08-17,lrt kajang,161007,LRT,Saturday,Weekend
2024-08-18,lrt kajang,140575,LRT,Sunday,Weekend
