date,mode_line,ridership,mode,DayOfWeek,TypeOfDay
2022-03-03,lrt kajang,111200,LRT,Thursday,Weekday
2022-03-04,lrt kajang,110925,LRT,Friday,Weekday
2022-03-05,lrt kajang,69349,LRT,Saturday,Weekend
2022-03-06,lrt kajang,64235,LRT,Sunday,Weekend
2022-03-07,lrt kajang,119234,LRT,Monday,Weekday
2022-03-08,lrt kajang,116376,LRT,Tuesday,Weekday
2022-03-09,lrt kajang,117385,LRT,Wednesday,Weekday
2022-03-10,lrt kajang,115746,LRT,Thursday,Weekday
2022-03-11,lrt kajang,116836,LRT,Friday,Weekday
2022-03-12,lrt kajang,73444,LRT,Saturday,Weekend
2022-03-13,lrt kajang,65658,LRT,Sunday,Weekend
2022-03-14,lrt kajang,114490,LRT,Monday,Weekday
2022-03-15,lrt kajang,117249,LRT,Tuesday,Weekday
2022-03-16,lrt kajang,118663,LRT,Wednesday,Weekday
2022-03-17,lrt kajang,117285,LRT,Thursday,Weekday
2022-03-18,lrt kajang,119756,LRT,Friday,Weekday
2022-03-19,lrt kajang,78543,LRT,Saturday,Weekend
2022-03-20,lrt kajang,65824,LRT,Sunday,Weekend
2022-03-21,lrt kajang,115708,LRT,Monday,Weekday
2022-03-22,lrt kajang,118980,LRT,Tuesday,Weekday
2022-03-23,lrt kajang,122409,LRT,Wednesday,Weekday
2022-03-24,lrt kajang,122554,LRT,Thursday,Weekday
2022-03-25,lrt kajang,128740,LRT,Friday,Weekday
2022-03-26,lrt kajang,88042,LRT,Saturday,Weekend
2022-03-27,lrt kajang,73897,LRT,Sunday,Weekend
2022-03-28,lrt kajang,122934,LRT,Monday,Weekday
2022-03-29,lrt kajang,128467,LRT,Tuesday,Weekday
2022-03-30,lrt kajang,133843,LRT,Wednesday,Weekday
2022-03-31,lrt kajang,136642,LRT,Thursday,Weekday
2022-04-01,lrt kajang,146680,LRT,Friday,Weekday
2022-04-02,lrt kajang,93015,LRT,Saturday,Weekend
2022-04-03,lrt kajang,55332,LRT,Sunday,Weekend
2022-04-04,lrt kajang,126512,LRT,Monday,Weekday
2022-04-05,lrt kajang,132361,LRT,Tuesday,Weekday
2022-04-06,lrt kajang,137164,LRT,Wednesday,Weekday
2022-04-07,lrt kajang,137458,LRT,Thursday,Weekday
2022-04-08,lrt kajang,141574,LRT,Friday,Weekday
2022-04-09,lrt kajang,75926,LRT,Saturday,Weekend
2022-04-10,lrt kajang,66454,LRT,Sunday,Weekend
2022-04-11,lrt kajang,138042,LRT,Monday,Weekday
2022-04-12,lrt kajang,142081,LRT,Tuesday,Weekday
2022-04-13,lrt kajang,145722,LRT,Wednesday,Weekday
2022-04-14,lrt kajang,144658,LRT,Thursday,Weekday
2022-04-15,lrt kajang,149336,LRT,Friday,Weekday
2022-04-16,lrt kajang,89478,LRT,Saturday,Weekend
2022-04-17,lrt kajang,73724,LRT,Sunday,Weekend
2022-04-18,lrt kajang,136265,LRT,Monday,Weekday
2022-04-19,lrt kajang,77848,LRT,Tuesday,Weekday
2022-04-20,lrt kajang,152385,LRT,Wednesday,Weekday
2022-04-21,lrt kajang,154833,LRT,Thursday,Weekday
2022-04-22,lrt kajang,162330,LRT,Friday,Weekday
2022-04-23,lrt kajang,113889,LRT,Saturday,Weekend
2022-04-24,lrt kajang,94331,LRT,Sunday,Weekend
2022-04-25,lrt kajang,162437,LRT,Monday,Weekday
2022-04-26,lrt kajang,166623,LRT,Tuesday,Weekday
2022-04-27,lrt kajang,168954,LRT,Wednesday,Weekday
2022-04-28,lrt kajang,169249,LRT,Thursday,Weekday
2022-04-29,lrt kajang,167248,LRT,Friday,Weekday
2022-04-30,lrt kajang,97826,LRT,Saturday,Weekend
2022-05-01,lrt kajang,88100,LRT,Sunday,Weekend
2022-05-02,lrt kajang,91386,LRT,Monday,Weekday
2022-05-03,lrt kajang,106558,LRT,Tuesday,Weekday
2022-05-04,lrt kajang,84030,LRT,Wednesday,Weekday
2022-05-05,lrt kajang,109830,LRT,Thursday,Weekday
2022-05-06,lrt kajang,112954,LRT,Friday,Weekday
2022-05-07,lrt kajang,85848,LRT,Saturday,Weekend
2022-05-08,lrt kajang,81006,LRT,Sunday,Weekend
2022-05-09,lrt kajang,154107,LRT,Monday,Weekday
2022-05-10,lrt kajang,162942,LRT,Tuesday,Weekday
2022-05-11,lrt kajang,168866,LRT,Wednesday,Weekday
2022-05-12,lrt kajang,169588,LRT,Thursday,Weekday
2022-05-13,lrt kajang,178090,LRT,Friday,Weekday
2022-05-14,lrt kajang,123882,LRT,Saturday,Weekend
2022-05-15,lrt kajang,111061,LRT,Sunday,Weekend
2022-05-16,lrt kajang,92095,LRT,Monday,Weekday
2022-05-17,lrt kajang,173924,LRT,Tuesday,Weekday
2022-05-18,lrt kajang,179596,LRT,Wednesday,Weekday
2022-05-19,lrt kajang,179286,LRT,Thursday,Weekday
2022-05-20,lrt kajang,177055,LRT,Friday,Weekday
2022-05-21,lrt kajang,112718,LRT,Saturday,Weekend
2022-05-22,lrt kajang,95912,LRT,Sunday,Weekend
2022-05-23,lrt kajang,171952,LRT,Monday,Weekday
2022-05-24,lrt kajang,179714,LRT,Tuesday,Weekday
2022-05-25,lrt kajang,182571,LRT,Wednesday,Weekday
2022-05-26,lrt kajang,183744,LRT,Thursday,Weekday
2022-05-27,lrt kajang,188027,LRT,Friday,Weekday
2022-05-28,lrt kajang,125357,LRT,Saturday,Weekend
2022-05-29,lrt kajang,101529,LRT,Sunday,Weekend
2022-05-30,lrt kajang,177696,LRT,Monday,Weekday
2022-05-31,lrt kajang,186095,LRT,Tuesday,Weekday
2022-06-01,lrt kajang,193943,LRT,Wednesday,Weekday
2022-06-02,lrt kajang,190196,LRT,Thursday,Weekday
2022-06-03,lrt kajang,194596,LRT,Friday,Weekday
2022-06-04,lrt kajang,126549,LRT,Saturday,Weekend
2022-06-05,lrt kajang,128614,LRT,Sunday,Weekend
2022-06-06,lrt kajang,113716,LRT,Monday,Weekday
2022-06-07,lrt kajang,193520,LRT,Tuesday,Weekday
2022-06-08,lrt kajang,207724,LRT,Wednesday,Weekday
2022-06-09,lrt kajang,204177,LRT,Thursday,Weekday
2022-06-10,lrt kajang,199677,LRT,Friday,Weekday
2022-06-11,lrt kajang,129486,LRT,Saturday,Weekend
2022-06-12,lrt kajang,101999,LRT,Sunday,Weekend
2022-06-13,lrt kajang,181545,LRT,Monday,Weekday
2022-06-14,lrt kajang,193835,LRT,Tuesday,Weekday
2022-06-15,lrt kajang,192143,LRT,Wednesday,Weekday
2022-06-16,lrt kajang,195241,LRT,Thursday,Weekday
2022-06-17,lrt kajang,207611,LRT,Friday,Weekday
2022-06-18,lrt kajang,143497,LRT,Saturday,Weekend
2022-06-19,lrt kajang,127028,LRT,Sunday,Weekend
2022-06-20,lrt kajang,198575,LRT,Monday,Weekday
2022-06-21,lrt kajang,209439,LRT,Tuesday,Weekday
2022-06-22,lrt kajang,213269,LRT,Wednesday,Weekday
2022-06-23,lrt kajang,212473,LRT,Thursday,Weekday
2022-06-24,lrt kajang,216502,LRT,Friday,Weekday
2022-06-25,lrt kajang,162279,LRT,Saturday,Weekend
2022-06-26,lrt kajang,140700,LRT,Sunday,Weekend
2022-06-27,lrt kajang,204633,LRT,Monday,Weekday
2022-06-28,lrt kajang,211062,LRT,Tuesday,Weekday
2022-06-29,lrt kajang,216743,LRT,Wednesday,Weekday
2022-06-30,lrt kajang,215592,LRT,Thursday,Weekday
2022-07-01,lrt kajang,222001,LRT,Friday,Weekday
2022-07-02,lrt kajang,165494,LRT,Saturday,Weekend
2022-07-03,lrt kajang,139231,LRT,Sunday,Weekend
2022-07-04,lrt kajang,205686,LRT,Monday,Weekday
2022-07-05,lrt kajang,217152,LRT,Tuesday,Weekday
2022-07-06,lrt kajang,221650,LRT,Wednesday,Weekday
2022-07-07,lrt kajang,217903,LRT,Thursday,Weekday
2022-07-08,lrt kajang,208846,LRT,Friday,Weekday
2022-07-09,lrt kajang,128805,LRT,Saturday,Weekend
2022-07-10,lrt kajang,129409,LRT,Sunday,Weekend
2022-07-11,lrt kajang,119503,LRT,Monday,Weekday
2022-07-12,lrt kajang,210442,LRT,Tuesday,Weekday
2022-07-13,lrt kajang,211022,LRT,Wednesday,Weekday
2022-07-14,lrt kajang,213817,LRT,Thursday,Weekday
2022-07-15,lrt kajang,213174,LRT,Friday,Weekday
2022-07-16,lrt kajang,116248,LRT,Saturday,Weekend
2022-07-17,lrt kajang,93781,LRT,Sunday,Weekend
2022-07-18,lrt kajang,181558,LRT,Monday,Weekday
2022-07-19,lrt kajang,193037,LRT,Tuesday,Weekday
2022-07-20,lrt kajang,197842,LRT,Wednesday,Weekday
2022-07-21,lrt kajang,192678,LRT,Thursday,Weekday
2022-07-22,lrt kajang,187516,LRT,Friday,Weekday
2022-07-23,lrt kajang,108353,LRT,Saturday,Weekend
2022-07-24,lrt kajang,88813,LRT,Sunday,Weekend
2022-07-25,lrt kajang,183219,LRT,Monday,Weekday
2022-07-26,lrt kajang,197510,LRT,Tuesday,Weekday
2022-07-27,lrt kajang,196302,LRT,Wednesday,Weekday
2022-07-28,lrt kajang,191922,LRT,Thursday,Weekday
2022-07-29,lrt kajang,187346,LRT,Friday,Weekday
2022-07-30,lrt kajang,119090,LRT,Saturday,Weekend
2022-07-31,lrt kajang,101614,LRT,Sunday,Weekend
2022-08-01,lrt kajang,186888,LRT,Monday,Weekday
2022-08-02,lrt kajang,198902,LRT,Tuesday,Weekday
2022-08-03,lrt kajang,202120,LRT,Wednesday,Weekday
2022-08-04,lrt kajang,200429,LRT,Thursday,Weekday
2022-08-05,lrt kajang,197260,LRT,Friday,Weekday
2022-08-06,lrt kajang,119981,LRT,Saturday,Weekend
2022-08-07,lrt kajang,101612,LRT,Sunday,Weekend
2022-08-08,lrt kajang,190783,LRT,Monday,Weekday
2022-08-09,lrt kajang,204577,LRT,Tuesday,Weekday
2022-08-10,lrt kajang,207871,LRT,Wednesday,Weekday
2022-08-11,lrt kajang,202523,LRT,Thursday,Weekday
2022-08-12,lrt kajang,196478,LRT,Friday,Weekday
2022-08-13,lrt kajang,115701,LRT,Saturday,Weekend
2022-08-14,lrt kajang,96053,LRT,Sunday,Weekend
2022-08-15,lrt kajang,190010,LRT,Monday,Weekday
2022-08-16,lrt kajang,204832,LRT,Tuesday,Weekday
2022-08-17,lrt kajang,207230,LRT,Wednesday,Weekday
2022-08-18,lrt kajang,203418,LRT,Thursday,Weekday
2022-08-19,lrt kajang,198205,LRT,Friday,Weekday
2022-08-20,lrt kajang,114357,LRT,Saturday,Weekend
2022-08-21,lrt kajang,97222,LRT,Sunday,Weekend
2022-08-22,lrt kajang,191757,LRT,Monday,Weekday
2022-08-23,lrt kajang,207057,LRT,Tuesday,Weekday
2022-08-24,lrt kajang,211256,LRT,Wednesday,Weekday
2022-08-25,lrt kajang,205547,LRT,Thursday,Weekday
2022-08-26,lrt kajang,204589,LRT,Friday,Weekday
2022-08-27,lrt kajang,120729,LRT,Saturday,Weekend
2022-08-28,lrt kajang,102529,LRT,Sunday,Weekend
2022-08-29,lrt kajang,199398,LRT,Monday,Weekday
2022-08-30,lrt kajang,228041,LRT,Tuesday,Weekday
2022-08-31,lrt kajang,184232,LRT,Wednesday,Weekday
2022-09-01,lrt kajang,202727,LRT,Thursday,Weekday
2022-09-02,lrt kajang,200995,LRT,Friday,Weekday
2022-09-03,lrt kajang,123338,LRT,Saturday,Weekend
2022-09-04,lrt kajang,111391,LRT,Sunday,Weekend
2022-09-05,lrt kajang,205600,LRT,Monday,Weekday
2022-09-06,lrt kajang,221795,LRT,Tuesday,Weekday
2022-09-07,lrt kajang,230551,LRT,Wednesday,Weekday
2022-09-08,lrt kajang,226156,LRT,Thursday,Weekday
2022-09-09,lrt kajang,212490,LRT,Friday,Weekday
2022-09-10,lrt kajang,137828,LRT,Saturday,Weekend
2022-09-11,lrt kajang,102184,LRT,Sunday,Weekend
2022-09-12,lrt kajang,203283,LRT,Monday,Weekday
2022-09-13,lrt kajang,217410,LRT,Tuesday,Weekday
2022-09-14,lrt kajang,220095,LRT,Wednesday,Weekday
2022-09-15,lrt kajang,219467,LRT,Thursday,Weekday
2022-09-16,lrt kajang,122381,LRT,Friday,Weekday
2022-09-17,lrt kajang,115563,LRT,Saturday,Weekend
2022-09-18,lrt kajang,94374,LRT,Sunday,Weekend
2022-09-19,lrt kajang,193719,LRT,Monday,Weekday
2022-09-20,lrt kajang,212002,LRT,Tuesday,Weekday
2022-09-21,lrt kajang,215809,LRT,Wednesday,Weekday
2022-09-22,lrt kajang,209113,LRT,Thursday,Weekday
2022-09-23,lrt kajang,204794,LRT,Friday,Weekday
2022-09-24,lrt kajang,122413,LRT,Saturday,Weekend
2022-09-25,lrt kajang,99624,LRT,Sunday,Weekend
2022-09-26,lrt kajang,188643,LRT,Monday,Weekday
2022-09-27,lrt kajang,210920,LRT,Tuesday,Weekday
2022-09-28,lrt kajang,215116,LRT,Wednesday,Weekday
2022-09-29,lrt kajang,210350,LRT,Thursday,Weekday
2022-09-30,lrt kajang,205963,LRT,Friday,Weekday
2022-10-01,lrt kajang,127192,LRT,Saturday,Weekend
2022-10-02,lrt kajang,109332,LRT,Sunday,Weekend
2022-10-03,lrt kajang,205792,LRT,Monday,Weekday
2022-10-04,lrt kajang,221519,LRT,Tuesday,Weekday
2022-10-05,lrt kajang,225715,LRT,Wednesday,Weekday
2022-10-06,lrt kajang,221409,LRT,Thursday,Weekday
2022-10-07,lrt kajang,212753,LRT,Friday,Weekday
2022-10-08,lrt kajang,133005,LRT,Saturday,Weekend
2022-10-09,lrt kajang,120017,LRT,Sunday,Weekend
2022-10-10,lrt kajang,102022,LRT,Monday,Weekday
2022-10-11,lrt kajang,217648,LRT,Tuesday,Weekday
2022-10-12,lrt kajang,221821,LRT,Wednesday,Weekday
2022-10-13,lrt kajang,220431,LRT,Thursday,Weekday
2022-10-14,lrt kajang,214623,LRT,Friday,Weekday
2022-10-15,lrt kajang,124157,LRT,Saturday,Weekend
2022-10-16,lrt kajang,106501,LRT,Sunday,Weekend
2022-10-17,lrt kajang,205096,LRT,Monday,Weekday
2022-10-18,lrt kajang,219875,LRT,Tuesday,Weekday
2022-10-19,lrt kajang,225231,LRT,Wednesday,Weekday
2022-10-20,lrt kajang,221514,LRT,Thursday,Weekday
2022-10-21,lrt kajang,216630,LRT,Friday,Weekday
2022-10-22,lrt kajang,135745,LRT,Saturday,Weekend
2022-10-23,lrt kajang,133166,LRT,Sunday,Weekend
2022-10-24,lrt kajang,110824,LRT,Monday,Weekday
2022-10-25,lrt kajang,192263,LRT,Tuesday,Weekday
2022-10-26,lrt kajang,200722,LRT,Wednesday,Weekday
2022-10-27,lrt kajang,204578,LRT,Thursday,Weekday
2022-10-28,lrt kajang,200216,LRT,Friday,Weekday
2022-10-29,lrt kajang,124113,LRT,Saturday,Weekend
2022-10-30,lrt kajang,100900,LRT,Sunday,Weekend
2022-10-31,lrt kajang,196177,LRT,Monday,Weekday
2022-11-01,lrt kajang,213340,LRT,Tuesday,Weekday
2022-11-02,lrt kajang,215830,LRT,Wednesday,Weekday
2022-11-03,lrt kajang,212684,LRT,Thursday,Weekday
2022-11-04,lrt kajang,207194,LRT,Friday,Weekday
2022-11-05,lrt kajang,118744,LRT,Saturday,Weekend
2022-11-06,lrt kajang,102587,LRT,Sunday,Weekend
2022-11-07,lrt kajang,186418,LRT,Monday,Weekday
2022-11-08,lrt kajang,134319,LRT,Tuesday,Weekday
2022-11-09,lrt kajang,46292,LRT,Wednesday,Weekday
2022-11-10,lrt kajang,40717,LRT,Thursday,Weekday
2022-11-11,lrt kajang,39608,LRT,Friday,Weekday
2022-11-12,lrt kajang,21820,LRT,Saturday,Weekend
2022-11-13,lrt kajang,18080,LRT,Sunday,Weekend
2022-11-14,lrt kajang,157358,LRT,Monday,Weekday
2022-11-15,lrt kajang,197786,LRT,Tuesday,Weekday
2022-11-16,lrt kajang,218582,LRT,Wednesday,Weekday
2022-11-17,lrt kajang,209881,LRT,Thursday,Weekday
2022-11-18,lrt kajang,105703,LRT,Friday,Weekday
2022-11-19,lrt kajang,89707,LRT,Saturday,Weekend
2022-11-20,lrt kajang,94362,LRT,Sunday,Weekend
2022-11-21,lrt kajang,173870,LRT,Monday,Weekday
2022-11-22,lrt kajang,208018,LRT,Tuesday,Weekday
2022-11-23,lrt kajang,215463,LRT,Wednesday,Weekday
2022-11-24,lrt kajang,213730,LRT,Thursday,Weekday
2022-11-25,lrt kajang,208569,LRT,Friday,Weekday
2022-11-26,lrt kajang,132412,LRT,Saturday,Weekend
2022-11-27,lrt kajang,113005,LRT,Sunday,Weekend
2022-11-28,lrt kajang,100718,LRT,Monday,Weekday
2022-11-29,lrt kajang,177906,LRT,Tuesday,Weekday
2022-11-30,lrt kajang,216826,LRT,Wednesday,Weekday
2022-12-01,lrt kajang,219104,LRT,Thursday,Weekday
2022-12-02,lrt kajang,215439,LRT,Friday,Weekday
2022-12-03,lrt kajang,147355,LRT,Saturday,Weekend
2022-12-04,lrt kajang,116524,LRT,Sunday,Weekend
2022-12-05,lrt kajang,206273,LRT,Monday,Weekday
2022-12-06,lrt kajang,220625,LRT,Tuesday,Weekday
2022-12-07,lrt kajang,221959,LRT,Wednesday,Weekday
2022-12-08,lrt kajang,221779,LRT,Thursday,Weekday
2022-12-09,lrt kajang,216881,LRT,Friday,Weekday
2022-12-10,lrt kajang,134952,LRT,Saturday,Weekend
2022-12-11,lrt kajang,119193,LRT,Sunday,Weekend
2022-12-12,lrt kajang,186561,LRT,Monday,Weekday
2022-12-13,lrt kajang,220856,LRT,Tuesday,Weekday
2022-12-14,lrt kajang,222619,LRT,Wednesday,Weekday
2022-12-15,lrt kajang,221878,LRT,Thursday,Weekday
2022-12-16,lrt kajang,217175,LRT,Friday,Weekday
2022-12-17,lrt kajang,173060,LRT,Saturday,Weekend
2022-12-18,lrt kajang,150667,LRT,Sunday,Weekend
2022-12-19,lrt kajang,200710,LRT,Monday,Weekday
2022-12-20,lrt kajang,212073,LRT,Tuesday,Weekday
2022-12-21,lrt kajang,216365,LRT,Wednesday,Weekday
2022-12-22,lrt kajang,208509,LRT,Thursday,Weekday
2022-12-23,lrt kajang,205977,LRT,Friday,Weekday
2022-12-24,lrt kajang,149332,LRT,Saturday,Weekend
2022-12-25,lrt kajang,147068,LRT,Sunday,Weekend
2022-12-26,lrt kajang,116910,LRT,Monday,Weekday
2022-12-27,lrt kajang,188181,LRT,Tuesday,Weekday
2022-12-28,lrt kajang,195445,LRT,Wednesday,Weekday
2022-12-29,lrt kajang,192497,LRT,Thursday,Weekday
2022-12-30,lrt kajang,189596,LRT,Friday,Weekday
2022-12-31,lrt kajang,165835,LRT,Saturday,Weekend
2023-01-01,lrt kajang,132223,LRT,Sunday,Weekend
2023-01-02,lrt kajang,99292,LRT,Monday,Weekday
2023-01-03,lrt kajang,219836,LRT,Tuesday,Weekday
2023-01-04,lrt kajang,223011,LRT,Wednesday,Weekday
2023-01-05,lrt kajang,212051,LRT,Thursday,Weekday
2023-01-06,lrt kajang,212909,LRT,Friday,Weekday
2023-01-07,lrt kajang,128515,LRT,Saturday,Weekend
2023-01-08,lrt kajang,102887,LRT,Sunday,Weekend
2023-01-09,lrt kajang,215462,LRT,Monday,Weekday
2023-01-10,lrt kajang,231756,LRT,Tuesday,Weekday
2023-01-11,lrt kajang,238110,LRT,Wednesday,Weekday
2023-01-12,lrt kajang,235587,LRT,Thursday,Weekday
2023-01-13,lrt kajang,224938,LRT,Friday,Weekday
2023-01-14,lrt kajang,129034,LRT,Saturday,Weekend
2023-01-15,lrt kajang,108926,LRT,Sunday,Weekend
2023-01-16,lrt kajang,216800,LRT,Monday,Weekday
2023-01-17,lrt kajang,235205,LRT,Tuesday,Weekday
2023-01-18,lrt kajang,236860,LRT,Wednesday,Weekday
2023-01-19,lrt kajang,229248,LRT,Thursday,Weekday
2023-01-20,lrt kajang,196827,LRT,Friday,Weekday
2023-01-21,lrt kajang,112134,LRT,Saturday,Weekend
2023-01-22,lrt kajang,127183,LRT,Sunday,Weekend
2023-01-23,lrt kajang,121796,LRT,Monday,Weekday
2023-01-24,lrt kajang,96409,LRT,Tuesday,Weekday
2023-01-25,lrt kajang,174525,LRT,Wednesday,Weekday
2023-01-26,lrt kajang,181900,LRT,Thursday,Weekday
2023-01-27,lrt kajang,181851,LRT,Friday,Weekday
2023-01-28,lrt kajang,116321,LRT,Saturday,Weekend
2023-01-29,lrt kajang,102989,LRT,Sunday,Weekend
2023-01-30,lrt kajang,200412,LRT,Monday,Weekday
2023-01-31,lrt kajang,220187,LRT,Tuesday,Weekday
2023-02-01,lrt kajang,132513,LRT,Wednesday,Weekday
2023-02-02,lrt kajang,223621,LRT,Thursday,Weekday
2023-02-03,lrt kajang,221199,LRT,Friday,Weekday
2023-02-04,lrt kajang,125235,LRT,Saturday,Weekend
2023-02-05,lrt kajang,113545,LRT,Sunday,Weekend
2023-02-06,lrt kajang,96772,LRT,Monday,Weekday
2023-02-07,lrt kajang,226316,LRT,Tuesday,Weekday
2023-02-08,lrt kajang,233640,LRT,Wednesday,Weekday
2023-02-09,lrt kajang,231776,LRT,Thursday,Weekday
2023-02-10,lrt kajang,223607,LRT,Friday,Weekday
2023-02-11,lrt kajang,130562,LRT,Saturday,Weekend
2023-02-12,lrt kajang,113915,LRT,Sunday,Weekend
2023-02-13,lrt kajang,224187,LRT,Monday,Weekday
2023-02-14,lrt kajang,248887,LRT,Tuesday,Weekday
2023-02-15,lrt kajang,242868,LRT,Wednesday,Weekday
2023-02-16,lrt kajang,236958,LRT,Thursday,Weekday
2023-02-17,lrt kajang,226770,LRT,Friday,Weekday
2023-02-18,lrt kajang,128846,LRT,Saturday,Weekend
2023-02-19,lrt kajang,110341,LRT,Sunday,Weekend
2023-02-20,lrt kajang,218594,LRT,Monday,Weekday
2023-02-21,lrt kajang,233774,LRT,Tuesday,Weekday
2023-02-22,lrt kajang,237250,LRT,Wednesday,Weekday
2023-02-23,lrt kajang,232099,LRT,Thursday,Weekday
2023-02-24,lrt kajang,225257,LRT,Friday,Weekday
2023-02-25,lrt kajang,141674,LRT,Saturday,Weekend
2023-02-26,lrt kajang,119406,LRT,Sunday,Weekend
2023-02-27,lrt kajang,216193,LRT,Monday,Weekday
2023-02-28,lrt kajang,234425,LRT,Tuesday,Weekday
2023-03-01,lrt kajang,245142,LRT,Wednesday,Weekday
2023-03-02,lrt kajang,244336,LRT,Thursday,Weekday
2023-03-03,lrt kajang,233789,LRT,Friday,Weekday
2023-03-04,lrt kajang,155536,LRT,Saturday,Weekend
2023-03-05,lrt kajang,133771,LRT,Sunday,Weekend
2023-03-06,lrt kajang,229775,LRT,Monday,Weekday
2023-03-07,lrt kajang,249058,LRT,Tuesday,Weekday
2023-03-08,lrt kajang,257188,LRT,Wednesday,Weekday
2023-03-09,lrt kajang,248278,LRT,Thursday,Weekday
2023-03-10,lrt kajang,238785,LRT,Friday,Weekday
2023-03-11,lrt kajang,144100,LRT,Saturday,Weekend
2023-03-12,lrt kajang,127304,LRT,Sunday,Weekend
2023-03-13,lrt kajang,229730,LRT,Monday,Weekday
2023-03-14,lrt kajang,251005,LRT,Tuesday,Weekday
2023-03-15,lrt kajang,255717,LRT,Wednesday,Weekday
2023-03-16,lrt kajang,249727,LRT,Thursday,Weekday
2023-03-17,lrt kajang,237651,LRT,Friday,Weekday
2023-03-18,lrt kajang,150929,LRT,Saturday,Weekend
2023-03-19,lrt kajang,129319,LRT,Sunday,Weekend
2023-03-20,lrt kajang,224568,LRT,Monday,Weekday
2023-03-21,lrt kajang,245435,LRT,Tuesday,Weekday
2023-03-22,lrt kajang,249230,LRT,Wednesday,Weekday
2023-03-23,lrt kajang,217888,LRT,Thursday,Weekday
2023-03-24,lrt kajang,213186,LRT,Friday,Weekday
2023-03-25,lrt kajang,111617,LRT,Saturday,Weekend
2023-03-26,lrt kajang,101461,LRT,Sunday,Weekend
2023-03-27,lrt kajang,210153,LRT,Monday,Weekday
2023-03-28,lrt kajang,227302,LRT,Tuesday,Weekday
2023-03-29,lrt kajang,229649,LRT,Wednesday,Weekday
2023-03-30,lrt kajang,226105,LRT,Thursday,Weekday
2023-03-31,lrt kajang,221817,LRT,Friday,Weekday
2023-04-01,lrt kajang,118086,LRT,Saturday,Weekend
2023-04-02,lrt kajang,107542,LRT,Sunday,Weekend
2023-04-03,lrt kajang,217793,LRT,Monday,Weekday
2023-04-04,lrt kajang,233637,LRT,Tuesday,Weekday
2023-04-05,lrt kajang,235454,LRT,Wednesday,Weekday
2023-04-06,lrt kajang,233543,LRT,Thursday,Weekday
2023-04-07,lrt kajang,224667,LRT,Friday,Weekday
2023-04-08,lrt kajang,137765,LRT,Saturday,Weekend
2023-04-09,lrt kajang,121577,LRT,Sunday,Weekend
2023-04-10,lrt kajang,223350,LRT,Monday,Weekday
2023-04-11,lrt kajang,240064,LRT,Tuesday,Weekday
2023-04-12,lrt kajang,241156,LRT,Wednesday,Weekday
2023-04-13,lrt kajang,237110,LRT,Thursday,Weekday
2023-04-14,lrt kajang,232315,LRT,Friday,Weekday
2023-04-15,lrt kajang,142299,LRT,Saturday,Weekend
2023-04-16,lrt kajang,118937,LRT,Sunday,Weekend
2023-04-17,lrt kajang,225110,LRT,Monday,Weekday
2023-04-18,lrt kajang,239400,LRT,Tuesday,Weekday
2023-04-19,lrt kajang,223392,LRT,Wednesday,Weekday
2023-04-20,lrt kajang,182749,LRT,Thursday,Weekday
2023-04-21,lrt kajang,108068,LRT,Friday,Weekday
2023-04-22,lrt kajang,143378,LRT,Saturday,Weekend
2023-04-23,lrt kajang,151754,LRT,Sunday,Weekend
2023-04-24,lrt kajang,105575,LRT,Monday,Weekday
2023-04-25,lrt kajang,159110,LRT,Tuesday,Weekday
2023-04-26,lrt kajang,178284,LRT,Wednesday,Weekday
2023-04-27,lrt kajang,189643,LRT,Thursday,Weekday
2023-04-28,lrt kajang,189982,LRT,Friday,Weekday
2023-04-29,lrt kajang,120367,LRT,Saturday,Weekend
2023-04-30,lrt kajang,117791,LRT,Sunday,Weekend
2023-05-01,lrt kajang,109753,LRT,Monday,Weekday
2023-05-02,lrt kajang,223631,LRT,Tuesday,Weekday
2023-05-03,lrt kajang,230754,LRT,Wednesday,Weekday
2023-05-04,lrt kajang,116922,LRT,Thursday,Weekday
2023-05-05,lrt kajang,204238,LRT,Friday,Weekday
2023-05-06,lrt kajang,125426,LRT,Saturday,Weekend
2023-05-07,lrt kajang,111288,LRT,Sunday,Weekend
2023-05-08,lrt kajang,218336,LRT,Monday,Weekday
2023-05-09,lrt kajang,237094,LRT,Tuesday,Weekday
2023-05-10,lrt kajang,237838,LRT,Wednesday,Weekday
2023-05-11,lrt kajang,235515,LRT,Thursday,Weekday
2023-05-12,lrt kajang,228790,LRT,Friday,Weekday
2023-05-13,lrt kajang,133087,LRT,Saturday,Weekend
2023-05-14,lrt kajang,113623,LRT,Sunday,Weekend
2023-05-15,lrt kajang,222055,LRT,Monday,Weekday
2023-05-16,lrt kajang,235020,LRT,Tuesday,Weekday
2023-05-17,lrt kajang,240904,LRT,Wednesday,Weekday
2023-05-18,lrt kajang,231263,LRT,Thursday,Weekday
2023-05-19,lrt kajang,224887,LRT,Friday,Weekday
2023-05-20,lrt kajang,140750,LRT,Saturday,Weekend
2023-05-21,lrt kajang,118419,LRT,Sunday,Weekend
2023-05-22,lrt kajang,214510,LRT,Monday,Weekday
2023-05-23,lrt kajang,228305,LRT,Tuesday,Weekday
2023-05-24,lrt kajang,231269,LRT,Wednesday,Weekday
2023-05-25,lrt kajang,230250,LRT,Thursday,Weekday
2023-05-26,lrt kajang,224838,LRT,Friday,Weekday
