date,mode_line,ridership,mode
16/10/2022,mrt kajang,97384,MRT
17/10/2022,mrt kajang,164509,MRT
18/10/2022,mrt kajang,171010,MRT
19/10/2022,mrt kajang,175928,MRT
20/10/2022,mrt kajang,172372,MRT
21/10/2022,mrt kajang,177454,MRT
22/10/2022,mrt kajang,123374,MRT
23/10/2022,mrt kajang,122637,MRT
24/10/2022,mrt kajang,104690,MRT
25/10/2022,mrt kajang,157297,MRT
26/10/2022,mrt kajang,160523,MRT
27/10/2022,mrt kajang,162031,MRT
28/10/2022,mrt kajang,163733,MRT
29/10/2022,mrt kajang,113962,MRT
30/10/2022,mrt kajang,93444,MRT
31/10/2022,mrt kajang,160863,MRT
1/11/2022,mrt kajang,170242,MRT
2/11/2022,mrt kajang,169483,MRT
3/11/2022,mrt kajang,169336,MRT
4/11/2022,mrt kajang,171719,MRT
5/11/2022,mrt kajang,119076,MRT
6/11/2022,mrt kajang,99636,MRT
7/11/2022,mrt kajang,163627,MRT
8/11/2022,mrt kajang,171123,MRT
9/11/2022,mrt kajang,160697,MRT
10/11/2022,mrt kajang,153934,MRT
11/11/2022,mrt kajang,158259,MRT
12/11/2022,mrt kajang,108122,MRT
13/11/2022,mrt kajang,92540,MRT
14/11/2022,mrt kajang,153084,MRT
15/11/2022,mrt kajang,166455,MRT
16/11/2022,mrt kajang,178844,MRT
17/11/2022,mrt kajang,175514,MRT
18/11/2022,mrt kajang,96426,MRT
19/11/2022,mrt kajang,81258,MRT
20/11/2022,mrt kajang,86970,MRT
21/11/2022,mrt kajang,149109,MRT
22/11/2022,mrt kajang,165763,MRT
23/11/2022,mrt kajang,172215,MRT
24/11/2022,mrt kajang,171465,MRT
25/11/2022,mrt kajang,170811,MRT
26/11/2022,mrt kajang,119608,MRT
27/11/2022,mrt kajang,106903,MRT
28/11/2022,mrt kajang,96898,MRT
29/11/2022,mrt kajang,162470,MRT
30/11/2022,mrt kajang,175322,MRT
1/12/2022,mrt kajang,173243,MRT
2/12/2022,mrt kajang,176120,MRT
3/12/2022,mrt kajang,127741,MRT
4/12/2022,mrt kajang,106577,MRT
5/12/2022,mrt kajang,166967,MRT
6/12/2022,mrt kajang,173498,MRT
7/12/2022,mrt kajang,180108,MRT
8/12/2022,mrt kajang,176753,MRT
9/12/2022,mrt kajang,177981,MRT
10/12/2022,mrt kajang,122878,MRT
11/12/2022,mrt kajang,114972,MRT
12/12/2022,mrt kajang,156503,MRT
13/12/2022,mrt kajang,174035,MRT
14/12/2022,mrt kajang,178183,MRT
15/12/2022,mrt kajang,176983,MRT
16/12/2022,mrt kajang,176141,MRT
17/12/2022,mrt kajang,139741,MRT
18/12/2022,mrt kajang,124970,MRT
19/12/2022,mrt kajang,163263,MRT
20/12/2022,mrt kajang,173196,MRT
21/12/2022,mrt kajang,175715,MRT
22/12/2022,mrt kajang,165916,MRT
23/12/2022,mrt kajang,173046,MRT
24/12/2022,mrt kajang,144906,MRT
25/12/2022,mrt kajang,151541,MRT
26/12/2022,mrt kajang,113113,MRT
27/12/2022,mrt kajang,154116,MRT
28/12/2022,mrt kajang,161703,MRT
29/12/2022,mrt kajang,159355,MRT
30/12/2022,mrt kajang,159251,MRT
31/12/2022,mrt kajang,155629,MRT
1/1/2023,mrt kajang,127591,MRT
2/1/2023,mrt kajang,94715,MRT
3/1/2023,mrt kajang,172976,MRT
4/1/2023,mrt kajang,175987,MRT
5/1/2023,mrt kajang,174606,MRT
6/1/2023,mrt kajang,175959,MRT
7/1/2023,mrt kajang,120676,MRT
8/1/2023,mrt kajang,100974,MRT
9/1/2023,mrt kajang,173731,MRT
10/1/2023,mrt kajang,181398,MRT
11/1/2023,mrt kajang,188139,MRT
12/1/2023,mrt kajang,179420,MRT
13/1/2023,mrt kajang,184449,MRT
14/1/2023,mrt kajang,126784,MRT
15/1/2023,mrt kajang,109305,MRT
16/1/2023,mrt kajang,176188,MRT
17/1/2023,mrt kajang,187077,MRT
18/1/2023,mrt kajang,191516,MRT
19/1/2023,mrt kajang,187779,MRT
20/1/2023,mrt kajang,163205,MRT
21/1/2023,mrt kajang,95600,MRT
22/1/2023,mrt kajang,104818,MRT
23/1/2023,mrt kajang,103752,MRT
24/1/2023,mrt kajang,89532,MRT
25/1/2023,mrt kajang,135167,MRT
26/1/2023,mrt kajang,142449,MRT
27/1/2023,mrt kajang,146999,MRT
28/1/2023,mrt kajang,108712,MRT
29/1/2023,mrt kajang,98233,MRT
30/1/2023,mrt kajang,163187,MRT
31/1/2023,mrt kajang,176869,MRT
1/2/2023,mrt kajang,116731,MRT
2/2/2023,mrt kajang,179107,MRT
3/2/2023,mrt kajang,184811,MRT
4/2/2023,mrt kajang,122765,MRT
5/2/2023,mrt kajang,113489,MRT
6/2/2023,mrt kajang,92490,MRT
7/2/2023,mrt kajang,177246,MRT
8/2/2023,mrt kajang,183879,MRT
9/2/2023,mrt kajang,181403,MRT
10/2/2023,mrt kajang,182932,MRT
11/2/2023,mrt kajang,122267,MRT
12/2/2023,mrt kajang,106333,MRT
13/2/2023,mrt kajang,177132,MRT
14/2/2023,mrt kajang,192946,MRT
15/2/2023,mrt kajang,187264,MRT
16/2/2023,mrt kajang,183945,MRT
17/2/2023,mrt kajang,182412,MRT
18/2/2023,mrt kajang,119029,MRT
19/2/2023,mrt kajang,105405,MRT
20/2/2023,mrt kajang,172027,MRT
21/2/2023,mrt kajang,178568,MRT
22/2/2023,mrt kajang,184524,MRT
23/2/2023,mrt kajang,180575,MRT
24/2/2023,mrt kajang,179319,MRT
25/2/2023,mrt kajang,125913,MRT
26/2/2023,mrt kajang,112028,MRT
27/2/2023,mrt kajang,168581,MRT
28/2/2023,mrt kajang,179260,MRT
1/3/2023,mrt kajang,193100,MRT
2/3/2023,mrt kajang,190457,MRT
3/3/2023,mrt kajang,187779,MRT
4/3/2023,mrt kajang,141703,MRT
5/3/2023,mrt kajang,122548,MRT
6/3/2023,mrt kajang,181917,MRT
7/3/2023,mrt kajang,192942,MRT
8/3/2023,mrt kajang,201743,MRT
9/3/2023,mrt kajang,194910,MRT
10/3/2023,mrt kajang,190499,MRT
11/3/2023,mrt kajang,133113,MRT
12/3/2023,mrt kajang,120507,MRT
13/3/2023,mrt kajang,185074,MRT
14/3/2023,mrt kajang,197069,MRT
15/3/2023,mrt kajang,204425,MRT
16/3/2023,mrt kajang,202121,MRT
17/3/2023,mrt kajang,203561,MRT
18/3/2023,mrt kajang,156226,MRT
19/3/2023,mrt kajang,139476,MRT
20/3/2023,mrt kajang,193609,MRT
21/3/2023,mrt kajang,207873,MRT
22/3/2023,mrt kajang,212433,MRT
23/3/2023,mrt kajang,187608,MRT
24/3/2023,mrt kajang,191564,MRT
25/3/2023,mrt kajang,118426,MRT
26/3/2023,mrt kajang,109528,MRT
27/3/2023,mrt kajang,182745,MRT
28/3/2023,mrt kajang,191735,MRT
29/3/2023,mrt kajang,197068,MRT
30/3/2023,mrt kajang,193806,MRT
31/3/2023,mrt kajang,200150,MRT
1/4/2023,mrt kajang,119519,MRT
2/4/2023,mrt kajang,104902,MRT
3/4/2023,mrt kajang,183917,MRT
4/4/2023,mrt kajang,194012,MRT
5/4/2023,mrt kajang,197274,MRT
6/4/2023,mrt kajang,196197,MRT
7/4/2023,mrt kajang,199348,MRT
8/4/2023,mrt kajang,131798,MRT
9/4/2023,mrt kajang,117076,MRT
10/4/2023,mrt kajang,189888,MRT
11/4/2023,mrt kajang,198315,MRT
12/4/2023,mrt kajang,201047,MRT
13/4/2023,mrt kajang,196612,MRT
14/4/2023,mrt kajang,199004,MRT
15/4/2023,mrt kajang,134373,MRT
16/4/2023,mrt kajang,116060,MRT
17/4/2023,mrt kajang,190357,MRT
18/4/2023,mrt kajang,201816,MRT
19/4/2023,mrt kajang,192975,MRT
20/4/2023,mrt kajang,162254,MRT
21/4/2023,mrt kajang,193332,MRT
22/4/2023,mrt kajang,129197,MRT
23/4/2023,mrt kajang,136253,MRT
24/4/2023,mrt kajang,107168,MRT
25/4/2023,mrt kajang,148498,MRT
26/4/2023,mrt kajang,163548,MRT
27/4/2023,mrt kajang,172089,MRT
28/4/2023,mrt kajang,172070,MRT
29/4/2023,mrt kajang,129448,MRT
30/4/2023,mrt kajang,130064,MRT
1/5/2023,mrt kajang,119752,MRT
2/5/2023,mrt kajang,189089,MRT
3/5/2023,mrt kajang,197307,MRT
4/5/2023,mrt kajang,120039,MRT
5/5/2023,mrt kajang,180146,MRT
6/5/2023,mrt kajang,130919,MRT
7/5/2023,mrt kajang,115923,MRT
8/5/2023,mrt kajang,189254,MRT
9/5/2023,mrt kajang,199657,MRT
10/5/2023,mrt kajang,202651,MRT
11/5/2023,mrt kajang,199133,MRT
12/5/2023,mrt kajang,201106,MRT
13/5/2023,mrt kajang,136667,MRT
14/5/2023,mrt kajang,119052,MRT
15/5/2023,mrt kajang,191649,MRT
16/5/2023,mrt kajang,199677,MRT
17/5/2023,mrt kajang,204766,MRT
18/5/2023,mrt kajang,196256,MRT
19/5/2023,mrt kajang,189183,MRT
20/5/2023,mrt kajang,143396,MRT
21/5/2023,mrt kajang,120968,MRT
22/5/2023,mrt kajang,187208,MRT
23/5/2023,mrt kajang,196056,MRT
24/5/2023,mrt kajang,198849,MRT
25/5/2023,mrt kajang,197251,MRT
26/5/2023,mrt kajang,200976,MRT
27/5/2023,mrt kajang,158770,MRT
28/5/2023,mrt kajang,132299,MRT
29/5/2023,mrt kajang,198314,MRT
30/5/2023,mrt kajang,208508,MRT
31/5/2023,mrt kajang,219424,MRT
1/6/2023,mrt kajang,211506,MRT
2/6/2023,mrt kajang,204499,MRT
3/6/2023,mrt kajang,156187,MRT
4/6/2023,mrt kajang,149436,MRT
5/6/2023,mrt kajang,117474,MRT
6/6/2023,mrt kajang,199672,MRT
7/6/2023,mrt kajang,207015,MRT
8/6/2023,mrt kajang,210260,MRT
9/6/2023,mrt kajang,204828,MRT
10/6/2023,mrt kajang,147239,MRT
11/6/2023,mrt kajang,128073,MRT
12/6/2023,mrt kajang,195458,MRT
13/6/2023,mrt kajang,204162,MRT
14/6/2023,mrt kajang,208850,MRT
15/6/2023,mrt kajang,207533,MRT
16/6/2023,mrt kajang,206417,MRT
17/6/2023,mrt kajang,141561,MRT
18/6/2023,mrt kajang,120790,MRT
19/6/2023,mrt kajang,193144,MRT
20/6/2023,mrt kajang,204464,MRT
21/6/2023,mrt kajang,206246,MRT
22/6/2023,mrt kajang,203645,MRT
23/6/2023,mrt kajang,204565,MRT
24/6/2023,mrt kajang,139251,MRT
25/6/2023,mrt kajang,119283,MRT
26/6/2023,mrt kajang,189532,MRT
27/6/2023,mrt kajang,213481,MRT
28/6/2023,mrt kajang,205696,MRT
29/6/2023,mrt kajang,132533,MRT
30/6/2023,mrt kajang,172543,MRT
1/7/2023,mrt kajang,131772,MRT
2/7/2023,mrt kajang,114121,MRT
3/7/2023,mrt kajang,194946,MRT
4/7/2023,mrt kajang,207746,MRT
5/7/2023,mrt kajang,213264,MRT
6/7/2023,mrt kajang,209163,MRT
7/7/2023,mrt kajang,207967,MRT
8/7/2023,mrt kajang,151219,MRT
9/7/2023,mrt kajang,129584,MRT
10/7/2023,mrt kajang,202693,MRT
11/7/2023,mrt kajang,213451,MRT
12/7/2023,mrt kajang,217250,MRT
13/7/2023,mrt kajang,212493,MRT
14/7/2023,mrt kajang,210405,MRT
15/7/2023,mrt kajang,151588,MRT
16/7/2023,mrt kajang,125004,MRT
17/7/2023,mrt kajang,200622,MRT
18/7/2023,mrt kajang,212831,MRT
19/7/2023,mrt kajang,130499,MRT
20/7/2023,mrt kajang,207165,MRT
21/7/2023,mrt kajang,205075,MRT
22/7/2023,mrt kajang,136589,MRT
23/7/2023,mrt kajang,116359,MRT
24/7/2023,mrt kajang,197639,MRT
25/7/2023,mrt kajang,207843,MRT
26/7/2023,mrt kajang,213272,MRT
27/7/2023,mrt kajang,209150,MRT
28/7/2023,mrt kajang,213423,MRT
29/7/2023,mrt kajang,156225,MRT
30/7/2023,mrt kajang,126797,MRT
31/7/2023,mrt kajang,200492,MRT
1/8/2023,mrt kajang,213646,MRT
2/8/2023,mrt kajang,218676,MRT
3/8/2023,mrt kajang,212789,MRT
4/8/2023,mrt kajang,211714,MRT
5/8/2023,mrt kajang,157535,MRT
6/8/2023,mrt kajang,134987,MRT
7/8/2023,mrt kajang,205453,MRT
8/8/2023,mrt kajang,214469,MRT
9/8/2023,mrt kajang,219363,MRT
10/8/2023,mrt kajang,215927,MRT
11/8/2023,mrt kajang,210877,MRT
12/8/2023,mrt kajang,129837,MRT
13/8/2023,mrt kajang,127444,MRT
14/8/2023,mrt kajang,186140,MRT
15/8/2023,mrt kajang,213021,MRT
16/8/2023,mrt kajang,215919,MRT
17/8/2023,mrt kajang,212896,MRT
18/8/2023,mrt kajang,209705,MRT
19/8/2023,mrt kajang,144198,MRT
20/8/2023,mrt kajang,122932,MRT
21/8/2023,mrt kajang,199400,MRT
22/8/2023,mrt kajang,210387,MRT
23/8/2023,mrt kajang,214731,MRT
24/8/2023,mrt kajang,209635,MRT
25/8/2023,mrt kajang,212615,MRT
26/8/2023,mrt kajang,151418,MRT
27/8/2023,mrt kajang,129276,MRT
28/8/2023,mrt kajang,173782,MRT
29/8/2023,mrt kajang,217404,MRT
30/8/2023,mrt kajang,238963,MRT
31/8/2023,mrt kajang,171105,MRT
1/9/2023,mrt kajang,190824,MRT
2/9/2023,mrt kajang,144510,MRT
3/9/2023,mrt kajang,120688,MRT
4/9/2023,mrt kajang,200593,MRT
5/9/2023,mrt kajang,215465,MRT
6/9/2023,mrt kajang,220580,MRT
7/9/2023,mrt kajang,219696,MRT
8/9/2023,mrt kajang,216054,MRT
9/9/2023,mrt kajang,158258,MRT
10/9/2023,mrt kajang,136816,MRT
11/9/2023,mrt kajang,207620,MRT
12/9/2023,mrt kajang,219123,MRT
13/9/2023,mrt kajang,221451,MRT
14/9/2023,mrt kajang,216144,MRT
15/9/2023,mrt kajang,218648,MRT
16/9/2023,mrt kajang,175551,MRT
17/9/2023,mrt kajang,129963,MRT
18/9/2023,mrt kajang,205731,MRT
19/9/2023,mrt kajang,219299,MRT
20/9/2023,mrt kajang,221684,MRT
21/9/2023,mrt kajang,217425,MRT
22/9/2023,mrt kajang,214789,MRT
23/9/2023,mrt kajang,146378,MRT
24/9/2023,mrt kajang,125473,MRT
25/9/2023,mrt kajang,208066,MRT
26/9/2023,mrt kajang,218760,MRT
27/9/2023,mrt kajang,230271,MRT
28/9/2023,mrt kajang,139344,MRT
29/9/2023,mrt kajang,201758,MRT
30/9/2023,mrt kajang,153374,MRT
1/10/2023,mrt kajang,130337,MRT
2/10/2023,mrt kajang,207806,MRT
3/10/2023,mrt kajang,218968,MRT
4/10/2023,mrt kajang,223461,MRT
5/10/2023,mrt kajang,220672,MRT
6/10/2023,mrt kajang,223259,MRT
7/10/2023,mrt kajang,162195,MRT
8/10/2023,mrt kajang,139692,MRT
9/10/2023,mrt kajang,212177,MRT
10/10/2023,mrt kajang,219206,MRT
11/10/2023,mrt kajang,222963,MRT
12/10/2023,mrt kajang,216843,MRT
13/10/2023,mrt kajang,227614,MRT
14/10/2023,mrt kajang,156597,MRT
15/10/2023,mrt kajang,133737,MRT
16/10/2023,mrt kajang,211664,MRT
17/10/2023,mrt kajang,223358,MRT
18/10/2023,mrt kajang,225107,MRT
19/10/2023,mrt kajang,221843,MRT
20/10/2023,mrt kajang,222792,MRT
21/10/2023,mrt kajang,154097,MRT
22/10/2023,mrt kajang,135134,MRT
23/10/2023,mrt kajang,209230,MRT
24/10/2023,mrt kajang,222391,MRT
25/10/2023,mrt kajang,225776,MRT
26/10/2023,mrt kajang,222732,MRT
27/10/2023,mrt kajang,220655,MRT
28/10/2023,mrt kajang,161488,MRT
29/10/2023,mrt kajang,133218,MRT
30/10/2023,mrt kajang,210083,MRT
31/10/2023,mrt kajang,222064,MRT
1/11/2023,mrt kajang,228310,MRT
2/11/2023,mrt kajang,224221,MRT
3/11/2023,mrt kajang,226627,MRT
4/11/2023,mrt kajang,161983,MRT
5/11/2023,mrt kajang,138307,MRT
6/11/2023,mrt kajang,213142,MRT
7/11/2023,mrt kajang,226412,MRT
8/11/2023,mrt kajang,233012,MRT
9/11/2023,mrt kajang,229465,MRT
10/11/2023,mrt kajang,231094,MRT
11/11/2023,mrt kajang,175168,MRT
12/11/2023,mrt kajang,176579,MRT
13/11/2023,mrt kajang,145236,MRT
14/11/2023,mrt kajang,208500,MRT
15/11/2023,mrt kajang,222189,MRT
16/11/2023,mrt kajang,220302,MRT
17/11/2023,mrt kajang,217589,MRT
18/11/2023,mrt kajang,155312,MRT
19/11/2023,mrt kajang,130333,MRT
20/11/2023,mrt kajang,212391,MRT
21/11/2023,mrt kajang,225020,MRT
22/11/2023,mrt kajang,235772,MRT
23/11/2023,mrt kajang,229179,MRT
24/11/2023,mrt kajang,232343,MRT
25/11/2023,mrt kajang,167477,MRT
26/11/2023,mrt kajang,143060,MRT
27/11/2023,mrt kajang,216086,MRT
28/11/2023,mrt kajang,228154,MRT
29/11/2023,mrt kajang,243952,MRT
30/11/2023,mrt kajang,236369,MRT
1/12/2023,mrt kajang,247693,MRT
2/12/2023,mrt kajang,210683,MRT
3/12/2023,mrt kajang,182682,MRT
4/12/2023,mrt kajang,225714,MRT
5/12/2023,mrt kajang,234592,MRT
6/12/2023,mrt kajang,240022,MRT
7/12/2023,mrt kajang,237908,MRT
8/12/2023,mrt kajang,246761,MRT
9/12/2023,mrt kajang,198646,MRT
10/12/2023,mrt kajang,189157,MRT
11/12/2023,mrt kajang,228886,MRT
12/12/2023,mrt kajang,229422,MRT
13/12/2023,mrt kajang,232067,MRT
14/12/2023,mrt kajang,228167,MRT
15/12/2023,mrt kajang,231037,MRT
16/12/2023,mrt kajang,187170,MRT
17/12/2023,mrt kajang,174998,MRT
18/12/2023,mrt kajang,221001,MRT
19/12/2023,mrt kajang,229228,MRT
20/12/2023,mrt kajang,234192,MRT
21/12/2023,mrt kajang,226323,MRT
22/12/2023,mrt kajang,222417,MRT
23/12/2023,mrt kajang,199294,MRT
24/12/2023,mrt kajang,222539,MRT
25/12/2023,mrt kajang,196188,MRT
26/12/2023,mrt kajang,199957,MRT
27/12/2023,mrt kajang,213104,MRT
28/12/2023,mrt kajang,209894,MRT
29/12/2023,mrt kajang,209228,MRT
30/12/2023,mrt kajang,178415,MRT
31/12/2023,mrt kajang,262265,MRT
1/1/2024,mrt kajang,159042,MRT
2/1/2024,mrt kajang,217041,MRT
3/1/2024,mrt kajang,224466,MRT
4/1/2024,mrt kajang,221020,MRT
5/1/2024,mrt kajang,223298,MRT
6/1/2024,mrt kajang,158047,MRT
7/1/2024,mrt kajang,133496,MRT
8/1/2024,mrt kajang,222628,MRT
9/1/2024,mrt kajang,237427,MRT
10/1/2024,mrt kajang,236495,MRT
11/1/2024,mrt kajang,233742,MRT
12/1/2024,mrt kajang,239607,MRT
13/1/2024,mrt kajang,176910,MRT
14/1/2024,mrt kajang,152481,MRT
15/1/2024,mrt kajang,223369,MRT
16/1/2024,mrt kajang,235086,MRT
17/1/2024,mrt kajang,239571,MRT
18/1/2024,mrt kajang,235011,MRT
19/1/2024,mrt kajang,239872,MRT
20/1/2024,mrt kajang,176577,MRT
21/1/2024,mrt kajang,153555,MRT
22/1/2024,mrt kajang,229585,MRT
23/1/2024,mrt kajang,245175,MRT
24/1/2024,mrt kajang,255701,MRT
25/1/2024,mrt kajang,160884,MRT
26/1/2024,mrt kajang,226106,MRT
27/1/2024,mrt kajang,170826,MRT
28/1/2024,mrt kajang,147205,MRT
29/1/2024,mrt kajang,232469,MRT
30/1/2024,mrt kajang,244641,MRT
31/1/2024,mrt kajang,255045,MRT
1/2/2024,mrt kajang,168370,MRT
2/2/2024,mrt kajang,236335,MRT
3/2/2024,mrt kajang,190133,MRT
4/2/2024,mrt kajang,161308,MRT
5/2/2024,mrt kajang,239347,MRT
6/2/2024,mrt kajang,250875,MRT
7/2/2024,mrt kajang,258635,MRT
8/2/2024,mrt kajang,236151,MRT
9/2/2024,mrt kajang,187491,MRT
10/2/2024,mrt kajang,183062,MRT
11/2/2024,mrt kajang,182602,MRT
12/2/2024,mrt kajang,161319,MRT
13/2/2024,mrt kajang,204475,MRT
14/2/2024,mrt kajang,224887,MRT
15/2/2024,mrt kajang,220617,MRT
16/2/2024,mrt kajang,212781,MRT
17/2/2024,mrt kajang,155676,MRT
18/2/2024,mrt kajang,142511,MRT
19/2/2024,mrt kajang,230066,MRT
20/2/2024,mrt kajang,243230,MRT
21/2/2024,mrt kajang,249306,MRT
22/2/2024,mrt kajang,247036,MRT
23/2/2024,mrt kajang,242257,MRT
24/2/2024,mrt kajang,183818,MRT
25/2/2024,mrt kajang,166944,MRT
26/2/2024,mrt kajang,235328,MRT
27/2/2024,mrt kajang,246509,MRT
28/2/2024,mrt kajang,253870,MRT
29/2/2024,mrt kajang,252901,MRT
1/3/2024,mrt kajang,249384,MRT
2/3/2024,mrt kajang,195237,MRT
3/3/2024,mrt kajang,175258,MRT
4/3/2024,mrt kajang,241113,MRT
5/3/2024,mrt kajang,257664,MRT
6/3/2024,mrt kajang,265735,MRT
7/3/2024,mrt kajang,259437,MRT
8/3/2024,mrt kajang,255508,MRT
9/3/2024,mrt kajang,194931,MRT
10/3/2024,mrt kajang,172713,MRT
11/3/2024,mrt kajang,247030,MRT
12/3/2024,mrt kajang,233981,MRT
13/3/2024,mrt kajang,241245,MRT
14/3/2024,mrt kajang,238180,MRT
15/3/2024,mrt kajang,236822,MRT
16/3/2024,mrt kajang,152241,MRT
17/3/2024,mrt kajang,134241,MRT
18/3/2024,mrt kajang,232543,MRT
19/3/2024,mrt kajang,239783,MRT
20/3/2024,mrt kajang,243689,MRT
21/3/2024,mrt kajang,239066,MRT
22/3/2024,mrt kajang,242789,MRT
23/3/2024,mrt kajang,159646,MRT
24/3/2024,mrt kajang,135024,MRT
25/3/2024,mrt kajang,232026,MRT
26/3/2024,mrt kajang,241644,MRT
27/3/2024,mrt kajang,251996,MRT
28/3/2024,mrt kajang,156908,MRT
29/3/2024,mrt kajang,227034,MRT
30/3/2024,mrt kajang,161181,MRT
31/3/2024,mrt kajang,136166,MRT
1/4/2024,mrt kajang,233202,MRT
2/4/2024,mrt kajang,243455,MRT
3/4/2024,mrt kajang,249738,MRT
4/4/2024,mrt kajang,242298,MRT
5/4/2024,mrt kajang,247541,MRT
6/4/2024,mrt kajang,158140,MRT
7/4/2024,mrt kajang,143661,MRT
8/4/2024,mrt kajang,198967,MRT
9/4/2024,mrt kajang,187967,MRT
10/4/2024,mrt kajang,186888,MRT
11/4/2024,mrt kajang,176012,MRT
12/4/2024,mrt kajang,177926,MRT
13/4/2024,mrt kajang,145964,MRT
14/4/2024,mrt kajang,130563,MRT
15/4/2024,mrt kajang,209368,MRT
16/4/2024,mrt kajang,227061,MRT
17/4/2024,mrt kajang,237109,MRT
18/4/2024,mrt kajang,233021,MRT
19/4/2024,mrt kajang,240513,MRT
20/4/2024,mrt kajang,172835,MRT
21/4/2024,mrt kajang,149974,MRT
22/4/2024,mrt kajang,232509,MRT
23/4/2024,mrt kajang,243451,MRT
24/4/2024,mrt kajang,248489,MRT
25/4/2024,mrt kajang,244874,MRT
26/4/2024,mrt kajang,251457,MRT
27/4/2024,mrt kajang,192673,MRT
28/4/2024,mrt kajang,162298,MRT
29/4/2024,mrt kajang,237795,MRT
30/4/2024,mrt kajang,256624,MRT
1/5/2024,mrt kajang,184437,MRT
2/5/2024,mrt kajang,250953,MRT
3/5/2024,mrt kajang,251683,MRT
4/5/2024,mrt kajang,186860,MRT
5/5/2024,mrt kajang,171318,MRT
6/5/2024,mrt kajang,240363,MRT
7/5/2024,mrt kajang,259675,MRT
8/5/2024,mrt kajang,267109,MRT
9/5/2024,mrt kajang,253896,MRT
10/5/2024,mrt kajang,257069,MRT
11/5/2024,mrt kajang,182758,MRT
12/5/2024,mrt kajang,166092,MRT
13/5/2024,mrt kajang,242010,MRT
14/5/2024,mrt kajang,253437,MRT
15/5/2024,mrt kajang,257037,MRT
16/5/2024,mrt kajang,253778,MRT
17/5/2024,mrt kajang,252606,MRT
18/5/2024,mrt kajang,187079,MRT
19/5/2024,mrt kajang,160492,MRT
20/5/2024,mrt kajang,241287,MRT
21/5/2024,mrt kajang,253671,MRT
22/5/2024,mrt kajang,168654,MRT
23/5/2024,mrt kajang,240933,MRT
24/5/2024,mrt kajang,250636,MRT
25/5/2024,mrt kajang,191869,MRT
26/5/2024,mrt kajang,171027,MRT
27/5/2024,mrt kajang,252244,MRT
28/5/2024,mrt kajang,261354,MRT
29/5/2024,mrt kajang,274188,MRT
30/5/2024,mrt kajang,266950,MRT
31/5/2024,mrt kajang,261386,MRT
1/6/2024,mrt kajang,209179,MRT
2/6/2024,mrt kajang,198291,MRT
3/6/2024,mrt kajang,161956,MRT
4/6/2024,mrt kajang,249198,MRT
5/6/2024,mrt kajang,251786,MRT
6/6/2024,mrt kajang,245986,MRT
7/6/2024,mrt kajang,251688,MRT
8/6/2024,mrt kajang,195106,MRT
9/6/2024,mrt kajang,170552,MRT
10/6/2024,mrt kajang,248543,MRT
11/6/2024,mrt kajang,258700,MRT
12/6/2024,mrt kajang,260430,MRT
13/6/2024,mrt kajang,256529,MRT
14/6/2024,mrt kajang,257088,MRT
15/6/2024,mrt kajang,185662,MRT
16/6/2024,mrt kajang,172583,MRT
17/6/2024,mrt kajang,159879,MRT
18/6/2024,mrt kajang,240978,MRT
19/6/2024,mrt kajang,253462,MRT
20/6/2024,mrt kajang,250229,MRT
21/6/2024,mrt kajang,251368,MRT
22/6/2024,mrt kajang,188870,MRT
23/6/2024,mrt kajang,160595,MRT
24/6/2024,mrt kajang,244282,MRT
25/6/2024,mrt kajang,255156,MRT
26/6/2024,mrt kajang,259838,MRT
27/6/2024,mrt kajang,255210,MRT
28/6/2024,mrt kajang,258172,MRT
29/6/2024,mrt kajang,202785,MRT
30/6/2024,mrt kajang,169715,MRT
1/7/2024,mrt kajang,252569,MRT
2/7/2024,mrt kajang,261783,MRT
3/7/2024,mrt kajang,268765,MRT
4/7/2024,mrt kajang,264607,MRT
5/7/2024,mrt kajang,266888,MRT
6/7/2024,mrt kajang,206645,MRT
7/7/2024,mrt kajang,203848,MRT
8/7/2024,mrt kajang,165449,MRT
9/7/2024,mrt kajang,263047,MRT
10/7/2024,mrt kajang,270141,MRT
11/7/2024,mrt kajang,266658,MRT
12/7/2024,mrt kajang,263438,MRT
13/7/2024,mrt kajang,197531,MRT
14/7/2024,mrt kajang,166721,MRT
15/7/2024,mrt kajang,252958,MRT
16/7/2024,mrt kajang,262939,MRT
17/7/2024,mrt kajang,269546,MRT
18/7/2024,mrt kajang,263117,MRT
19/7/2024,mrt kajang,267317,MRT
20/7/2024,mrt kajang,208405,MRT
21/7/2024,mrt kajang,166368,MRT
22/7/2024,mrt kajang,248534,MRT
23/7/2024,mrt kajang,263178,MRT
24/7/2024,mrt kajang,265491,MRT
25/7/2024,mrt kajang,263951,MRT
26/7/2024,mrt kajang,264920,MRT
27/7/2024,mrt kajang,199172,MRT
28/7/2024,mrt kajang,169794,MRT
29/7/2024,mrt kajang,250926,MRT
30/7/2024,mrt kajang,264383,MRT
31/7/2024,mrt kajang,272244,MRT
1/8/2024,mrt kajang,265899,MRT
2/8/2024,mrt kajang,265155,MRT
3/8/2024,mrt kajang,198005,MRT
4/8/2024,mrt kajang,165573,MRT
5/8/2024,mrt kajang,254366,MRT
6/8/2024,mrt kajang,266743,MRT
7/8/2024,mrt kajang,274703,MRT
8/8/2024,mrt kajang,269554,MRT
9/8/2024,mrt kajang,262760,MRT
10/8/2024,mrt kajang,207552,MRT
11/8/2024,mrt kajang,165858,MRT
